количество детей,возраст,образование,education_id,семейный статус,family_status_id,пол,род деятельности,уровень дохода,цель кредита,просрочки
0,48,среднее,1,гражданский брак,1,M,сотрудник,87898,свадьба,0
0,60,среднее,1,женат / замужем,0,M,компаньон,106557,покупка недвижимости,0
1,32,среднее,1,женат / замужем,0,M,сотрудник,142308,покупка жилой недвижимости,0
0,28,среднее,1,гражданский брак,1,M,сотрудник,58135,сыграть свадьбу,0
2,30,неоконченное высшее,2,женат / замужем,0,M,сотрудник,351302,свой автомобиль,0
0,27,высшее,0,гражданский брак,1,F,сотрудник,91206,на проведение свадьбы,0
2,33,среднее,1,женат / замужем,0,F,сотрудник,137168,покупка своего жилья,0
0,37,среднее,1,гражданский брак,1,F,сотрудник,132121,покупка жилья,0
1,38,неоконченное высшее,2,гражданский брак,1,M,компаньон,200104,автомобили,0
2,40,высшее,0,женат / замужем,0,M,сотрудник,384540,операции с жильем,0
0,26,среднее,1,Не женат / не замужем,4,F,госслужащий,149328,недвижимость,0
0,59,среднее,1,гражданский брак,1,F,пенсионер,122306,свадьба,0
0,49,неоконченное высшее,2,женат / замужем,0,M,компаньон,202417,получение образования,0
0,50,высшее,0,женат / замужем,0,M,компаньон,248957,сделка с подержанным автомобилем,0
0,51,высшее,0,женат / замужем,0,F,госслужащий,231004,образование,0
0,66,среднее,1,вдовец / вдова,2,F,пенсионер,137127,сделка с подержанным автомобилем,0
0,67,среднее,1,гражданский брак,1,F,пенсионер,80640,сыграть свадьбу,0
0,46,среднее,1,женат / замужем,0,M,сотрудник,145521,высшее образование,0
3,44,среднее,1,женат / замужем,0,F,сотрудник,227701,получение образования,0
0,34,высшее,0,гражданский брак,1,F,сотрудник,176192,сыграть свадьбу,0
1,54,среднее,1,женат / замужем,0,F,пенсионер,72743,на покупку подержанного автомобиля,0
0,59,среднее,1,женат / замужем,0,F,пенсионер,186030,покупка жилья для семьи,0
0,34,высшее,0,Не женат / не замужем,4,M,сотрудник,262703,строительство жилой недвижимости,0
1,41,среднее,1,женат / замужем,0,F,сотрудник,122105,операции со своей недвижимостью,0
0,37,среднее,1,женат / замужем,0,F,сотрудник,161380,покупка жилой недвижимости,0
0,30,высшее,0,Не женат / не замужем,4,F,сотрудник,150016,жилье,0
0,60,среднее,1,женат / замужем,0,F,пенсионер,137127,получение дополнительного образования,0
1,25,среднее,1,женат / замужем,0,F,сотрудник,172061,заняться высшим образованием,1
1,38,среднее,1,женат / замужем,0,F,сотрудник,64401,образование,1
0,46,высшее,0,в разводе,3,F,сотрудник,171422,покупка коммерческой недвижимости,0
1,32,высшее,0,гражданский брак,1,M,компаньон,248457,свадьба,0
2,30,высшее,0,Не женат / не замужем,4,F,компаньон,400037,операции с коммерческой недвижимостью,0
0,56,высшее,0,женат / замужем,0,M,компаньон,189179,получение дополнительного образования,0
0,45,среднее,1,гражданский брак,1,F,компаньон,191986,на покупку автомобиля,0
1,52,высшее,0,женат / замужем,0,M,пенсионер,130625,покупка недвижимости,0
1,34,высшее,0,гражданский брак,1,M,компаньон,310337,высшее образование,0
0,38,среднее,1,женат / замужем,0,M,сотрудник,199519,операции со своей недвижимостью,0
0,49,среднее,1,Не женат / не замужем,4,F,сотрудник,177166,операции с жильем,1
2,30,среднее,1,гражданский брак,1,F,сотрудник,46463,на проведение свадьбы,0
0,59,среднее,1,гражданский брак,1,F,пенсионер,100564,свадьба,0
0,39,среднее,1,женат / замужем,0,F,компаньон,193653,жилье,0
1,28,среднее,1,гражданский брак,1,F,сотрудник,110656,на проведение свадьбы,0
1,34,высшее,0,женат / замужем,0,F,компаньон,350134,покупка коммерческой недвижимости,0
0,27,высшее,0,Не женат / не замужем,4,M,сотрудник,191752,жилье,0
0,59,среднее,1,женат / замужем,0,F,пенсионер,58388,операции со своей недвижимостью,0
0,41,среднее,1,Не женат / не замужем,4,F,сотрудник,106330,покупка жилья для сдачи,0
0,48,среднее,1,женат / замужем,0,M,сотрудник,65707,покупка жилой недвижимости,0
0,66,среднее,1,женат / замужем,0,F,пенсионер,49677,сделка с подержанным автомобилем,0
0,31,среднее,1,Не женат / не замужем,4,M,сотрудник,233363,операции с жильем,0
0,28,среднее,1,женат / замужем,0,M,сотрудник,125308,недвижимость,0
0,48,среднее,1,женат / замужем,0,M,сотрудник,165872,на покупку автомобиля,0
0,59,высшее,0,женат / замужем,0,M,сотрудник,141378,покупка жилья для семьи,0
0,53,среднее,1,женат / замужем,0,M,компаньон,187399,строительство собственной недвижимости,0
0,36,высшее,0,женат / замужем,0,F,сотрудник,197683,покупка жилья,0
0,42,среднее,1,женат / замужем,0,F,компаньон,202417,получение дополнительного образования,0
0,44,среднее,1,женат / замужем,0,F,компаньон,210692,покупка коммерческой недвижимости,0
0,44,среднее,1,Не женат / не замужем,4,F,сотрудник,95520,ремонт жилью,0
0,47,высшее,0,гражданский брак,1,F,сотрудник,98986,свой автомобиль,0
0,55,среднее,1,Не женат / не замужем,4,F,сотрудник,91525,покупка жилой недвижимости,0
1,38,среднее,1,Не женат / не замужем,4,F,сотрудник,123907,получение образования,1
0,29,среднее,1,гражданский брак,1,F,сотрудник,102785,операции с коммерческой недвижимостью,0
0,50,среднее,1,Не женат / не замужем,4,F,сотрудник,106570,покупка жилой недвижимости,0
1,45,начальное,3,женат / замужем,0,F,пенсионер,137127,операции с недвижимостью,0
0,23,неоконченное высшее,2,гражданский брак,1,M,госслужащий,159647,строительство недвижимости,0
0,27,среднее,1,гражданский брак,1,M,сотрудник,307941,жилье,0
0,44,среднее,1,женат / замужем,0,F,сотрудник,513334,недвижимость,0
1,43,среднее,1,Не женат / не замужем,4,M,сотрудник,148083,строительство жилой недвижимости,0
0,28,среднее,1,в разводе,3,M,компаньон,149712,недвижимость,0
0,43,среднее,1,Не женат / не замужем,4,F,сотрудник,136838,образование,0
0,48,среднее,1,гражданский брак,1,F,сотрудник,85562,на покупку своего автомобиля,1
0,41,высшее,0,гражданский брак,1,F,компаньон,69045,образование,1
0,67,высшее,0,Не женат / не замужем,4,F,пенсионер,129807,операции с недвижимостью,0
1,44,среднее,1,женат / замужем,0,M,сотрудник,222424,автомобили,0
0,36,среднее,1,женат / замужем,0,M,сотрудник,161380,строительство недвижимости,1
1,47,среднее,1,гражданский брак,1,M,сотрудник,232167,сыграть свадьбу,0
0,44,среднее,1,гражданский брак,1,M,сотрудник,109942,на проведение свадьбы,0
3,42,высшее,0,женат / замужем,0,F,компаньон,192255,операции с коммерческой недвижимостью,0
0,43,среднее,1,гражданский брак,1,F,госслужащий,134629,строительство собственной недвижимости,0
1,29,среднее,1,женат / замужем,0,M,сотрудник,134425,операции с недвижимостью,0
0,53,среднее,1,женат / замужем,0,M,сотрудник,172900,на покупку автомобиля,0
1,31,среднее,1,Не женат / не замужем,4,M,сотрудник,148067,свой автомобиль,1
2,30,неоконченное высшее,2,женат / замужем,0,F,сотрудник,129894,покупка коммерческой недвижимости,0
0,46,среднее,1,женат / замужем,0,F,сотрудник,159265,профильное образование,0
0,49,среднее,1,в разводе,3,F,сотрудник,101838,свой автомобиль,0
1,43,среднее,1,женат / замужем,0,M,госслужащий,170898,недвижимость,0
2,35,среднее,1,гражданский брак,1,M,компаньон,80942,свадьба,0
0,58,среднее,1,вдовец / вдова,2,F,пенсионер,164404,строительство жилой недвижимости,0
0,24,среднее,1,Не женат / не замужем,4,M,сотрудник,168818,покупка недвижимости,0
0,39,среднее,1,женат / замужем,0,F,сотрудник,64942,операции со своей недвижимостью,0
0,23,неоконченное высшее,2,гражданский брак,1,M,сотрудник,161380,профильное образование,0
1,41,среднее,1,женат / замужем,0,F,компаньон,107182,заняться высшим образованием,0
0,56,среднее,1,женат / замужем,0,F,сотрудник,222573,на покупку своего автомобиля,0
0,61,среднее,1,женат / замужем,0,F,пенсионер,77117,покупка коммерческой недвижимости,0
0,40,среднее,1,в разводе,3,M,сотрудник,171620,покупка жилья для сдачи,0
0,50,среднее,1,женат / замужем,0,F,сотрудник,52030,образование,0
0,28,высшее,0,гражданский брак,1,F,сотрудник,700525,свадьба,0
0,51,высшее,0,в разводе,3,F,сотрудник,145784,ремонт жилью,0
1,44,среднее,1,вдовец / вдова,2,F,компаньон,63062,жилье,0
0,54,среднее,1,Не женат / не замужем,4,F,пенсионер,195447,свой автомобиль,0
0,54,среднее,1,женат / замужем,0,F,пенсионер,100180,покупка жилья для семьи,0
0,35,неоконченное высшее,2,гражданский брак,1,M,компаньон,104364,на покупку автомобиля,0
0,63,среднее,1,Не женат / не замужем,4,F,пенсионер,137127,операции со своей недвижимостью,0
1,24,среднее,1,гражданский брак,1,F,сотрудник,55053,сыграть свадьбу,0
0,49,среднее,1,женат / замужем,0,M,компаньон,340090,покупка жилья для семьи,0
0,58,среднее,1,женат / замужем,0,M,сотрудник,294415,покупка жилой недвижимости,0
0,28,среднее,1,женат / замужем,0,M,компаньон,120049,на покупку автомобиля,1
0,56,среднее,1,гражданский брак,1,F,компаньон,170394,на проведение свадьбы,0
0,48,высшее,0,в разводе,3,F,госслужащий,202468,покупка жилья для сдачи,0
0,52,среднее,1,женат / замужем,0,F,сотрудник,154499,недвижимость,0
0,31,среднее,1,женат / замужем,0,F,сотрудник,272847,на покупку своего автомобиля,1
1,53,среднее,1,женат / замужем,0,F,пенсионер,164178,свой автомобиль,0
0,42,среднее,1,женат / замужем,0,F,сотрудник,97521,жилье,0
0,47,среднее,1,Не женат / не замужем,4,M,сотрудник,114133,строительство собственной недвижимости,0
0,50,среднее,1,гражданский брак,1,F,сотрудник,132937,сыграть свадьбу,0
0,43,среднее,1,в разводе,3,F,компаньон,298143,покупка жилья,0
1,54,среднее,1,Не женат / не замужем,4,F,сотрудник,268592,операции со своей недвижимостью,0
0,49,высшее,0,женат / замужем,0,F,сотрудник,123141,строительство жилой недвижимости,0
0,20,среднее,1,Не женат / не замужем,4,M,компаньон,226947,ремонт жилью,0
2,36,среднее,1,женат / замужем,0,F,сотрудник,193783,операции с коммерческой недвижимостью,0
0,56,среднее,1,вдовец / вдова,2,F,пенсионер,188827,операции с жильем,0
0,67,среднее,1,в разводе,3,F,пенсионер,120681,покупка жилья для семьи,0
0,58,среднее,1,гражданский брак,1,F,сотрудник,143823,на проведение свадьбы,0
0,43,среднее,1,гражданский брак,1,F,сотрудник,174931,на покупку подержанного автомобиля,0
0,32,среднее,1,гражданский брак,1,F,компаньон,223107,высшее образование,0
0,28,среднее,1,Не женат / не замужем,4,M,компаньон,211891,операции с жильем,0
1,35,среднее,1,женат / замужем,0,M,сотрудник,115973,строительство жилой недвижимости,0
0,49,высшее,0,женат / замужем,0,F,компаньон,149802,сделка с автомобилем,0
0,41,среднее,1,гражданский брак,1,F,сотрудник,88866,профильное образование,1
0,48,среднее,1,женат / замужем,0,F,сотрудник,128943,ремонт жилью,0
2,43,высшее,0,гражданский брак,1,F,сотрудник,346909,свадьба,0
0,32,среднее,1,гражданский брак,1,F,сотрудник,188768,профильное образование,0
1,64,среднее,1,в разводе,3,F,госслужащий,135926,операции с жильем,1
0,29,высшее,0,Не женат / не замужем,4,F,сотрудник,105439,строительство жилой недвижимости,0
1,28,среднее,1,гражданский брак,1,F,компаньон,233632,свадьба,0
0,61,высшее,0,гражданский брак,1,F,пенсионер,128541,сыграть свадьбу,0
0,22,среднее,1,женат / замужем,0,F,сотрудник,161380,высшее образование,0
1,36,высшее,0,женат / замужем,0,M,компаньон,270598,автомобиль,0
0,50,среднее,1,в разводе,3,M,сотрудник,268130,недвижимость,0
0,64,среднее,1,женат / замужем,0,F,пенсионер,167428,строительство недвижимости,0
0,35,высшее,0,гражданский брак,1,M,компаньон,205026,покупка своего жилья,0
2,35,среднее,1,женат / замужем,0,F,сотрудник,227621,недвижимость,0
0,47,среднее,1,женат / замужем,0,F,сотрудник,161380,покупка жилья,0
1,43,среднее,1,женат / замужем,0,F,компаньон,142577,покупка жилой недвижимости,0
0,65,среднее,1,гражданский брак,1,F,пенсионер,62808,сыграть свадьбу,0
1,39,среднее,1,женат / замужем,0,F,госслужащий,110004,операции с недвижимостью,0
0,62,среднее,1,женат / замужем,0,F,пенсионер,42066,недвижимость,0
0,56,среднее,1,женат / замужем,0,F,пенсионер,68648,операции с коммерческой недвижимостью,0
0,34,высшее,0,женат / замужем,0,F,сотрудник,167309,покупка жилья,0
0,48,среднее,1,женат / замужем,0,F,госслужащий,170898,заняться образованием,0
2,42,среднее,1,женат / замужем,0,M,госслужащий,98941,недвижимость,0
0,49,среднее,1,гражданский брак,1,F,пенсионер,65180,свой автомобиль,0
0,54,среднее,1,женат / замужем,0,F,пенсионер,137127,операции с жильем,0
2,31,среднее,1,женат / замужем,0,F,сотрудник,131068,строительство собственной недвижимости,1
0,27,среднее,1,гражданский брак,1,F,сотрудник,161380,ремонт жилью,0
0,56,высшее,0,Не женат / не замужем,4,M,сотрудник,83663,операции с коммерческой недвижимостью,0
0,39,среднее,1,гражданский брак,1,M,сотрудник,97918,свадьба,0
0,27,высшее,0,Не женат / не замужем,4,F,компаньон,268546,недвижимость,0
1,38,среднее,1,женат / замужем,0,F,сотрудник,80437,свой автомобиль,0
0,39,высшее,0,Не женат / не замужем,4,F,сотрудник,137574,строительство жилой недвижимости,0
0,64,среднее,1,женат / замужем,0,M,пенсионер,184368,покупка своего жилья,0
2,35,высшее,0,женат / замужем,0,F,сотрудник,263908,недвижимость,0
0,54,среднее,1,женат / замужем,0,F,компаньон,100269,высшее образование,0
0,53,среднее,1,женат / замужем,0,F,компаньон,255352,заняться образованием,0
2,42,среднее,1,женат / замужем,0,F,сотрудник,90627,покупка жилья,1
0,44,среднее,1,гражданский брак,1,F,сотрудник,160866,на проведение свадьбы,0
1,28,среднее,1,Не женат / не замужем,4,F,сотрудник,112157,автомобиль,0
0,24,среднее,1,Не женат / не замужем,4,F,сотрудник,145707,высшее образование,0
0,24,высшее,0,гражданский брак,1,M,компаньон,136654,свой автомобиль,0
0,63,среднее,1,женат / замужем,0,F,пенсионер,200736,профильное образование,0
0,60,среднее,1,женат / замужем,0,F,пенсионер,64336,сделка с подержанным автомобилем,1
0,27,среднее,1,женат / замужем,0,M,сотрудник,157704,ремонт жилью,1
0,24,высшее,0,Не женат / не замужем,4,F,компаньон,166759,получение образования,0
0,59,среднее,1,женат / замужем,0,F,компаньон,208696,покупка коммерческой недвижимости,0
0,41,высшее,0,женат / замужем,0,F,компаньон,148125,образование,0
0,49,среднее,1,женат / замужем,0,M,сотрудник,161380,покупка жилья для сдачи,0
0,65,среднее,1,вдовец / вдова,2,F,пенсионер,117466,получение высшего образования,0
1,39,среднее,1,женат / замужем,0,M,компаньон,129258,заняться образованием,0
0,41,среднее,1,Не женат / не замужем,4,M,сотрудник,161380,покупка коммерческой недвижимости,0
2,39,среднее,1,женат / замужем,0,M,сотрудник,221076,покупка коммерческой недвижимости,0
2,26,среднее,1,женат / замужем,0,F,компаньон,149535,автомобили,0
2,31,среднее,1,женат / замужем,0,F,госслужащий,226895,заняться высшим образованием,1
1,25,среднее,1,гражданский брак,1,F,сотрудник,49348,заняться высшим образованием,0
1,64,высшее,0,гражданский брак,1,F,пенсионер,115727,на проведение свадьбы,0
2,31,среднее,1,гражданский брак,1,F,сотрудник,135647,заняться высшим образованием,0
0,46,среднее,1,гражданский брак,1,F,сотрудник,81686,покупка коммерческой недвижимости,0
0,32,среднее,1,женат / замужем,0,M,сотрудник,67106,свой автомобиль,0
0,58,среднее,1,женат / замужем,0,M,пенсионер,214802,покупка своего жилья,0
0,59,среднее,1,женат / замужем,0,F,пенсионер,152769,покупка жилья для сдачи,0
0,59,среднее,1,женат / замужем,0,F,сотрудник,92129,покупка жилья для семьи,0
0,61,высшее,0,женат / замужем,0,F,пенсионер,180218,автомобили,0
1,37,среднее,1,гражданский брак,1,F,сотрудник,215586,покупка коммерческой недвижимости,0
0,60,высшее,0,женат / замужем,0,F,сотрудник,113165,операции с коммерческой недвижимостью,0
2,44,среднее,1,женат / замужем,0,M,сотрудник,90336,покупка недвижимости,0
0,56,среднее,1,гражданский брак,1,F,пенсионер,90402,получение дополнительного образования,1
1,40,среднее,1,женат / замужем,0,F,компаньон,136618,операции со своей недвижимостью,1
2,36,среднее,1,женат / замужем,0,M,сотрудник,269784,ремонт жилью,0
0,54,среднее,1,женат / замужем,0,M,компаньон,142796,покупка жилой недвижимости,0
0,65,высшее,0,женат / замужем,0,F,пенсионер,137127,операции с недвижимостью,0
0,22,среднее,1,женат / замужем,0,F,сотрудник,53760,недвижимость,0
1,38,среднее,1,гражданский брак,1,M,сотрудник,255350,сыграть свадьбу,0
0,59,среднее,1,женат / замужем,0,M,госслужащий,296370,сделка с подержанным автомобилем,0
0,49,среднее,1,Не женат / не замужем,4,F,компаньон,65793,недвижимость,0
0,59,среднее,1,женат / замужем,0,F,сотрудник,51238,на покупку автомобиля,0
0,44,среднее,1,женат / замужем,0,F,сотрудник,91866,покупка жилья для сдачи,0
0,35,среднее,1,женат / замужем,0,F,сотрудник,161397,покупка недвижимости,0
0,43,высшее,0,Не женат / не замужем,4,F,компаньон,283149,покупка своего жилья,0
1,31,неоконченное высшее,2,гражданский брак,1,F,компаньон,139326,покупка жилой недвижимости,0
0,59,высшее,0,женат / замужем,0,M,пенсионер,142825,операции с недвижимостью,0
0,41,среднее,1,гражданский брак,1,F,сотрудник,105736,на покупку автомобиля,0
0,30,среднее,1,женат / замужем,0,M,сотрудник,94341,строительство жилой недвижимости,1
0,58,среднее,1,женат / замужем,0,M,компаньон,134877,операции с коммерческой недвижимостью,0
0,29,высшее,0,Не женат / не замужем,4,M,сотрудник,130781,покупка своего жилья,0
0,60,среднее,1,Не женат / не замужем,4,M,сотрудник,129279,покупка своего жилья,0
0,52,среднее,1,женат / замужем,0,F,компаньон,158448,жилье,0
1,33,среднее,1,гражданский брак,1,F,компаньон,96432,строительство собственной недвижимости,0
1,28,среднее,1,женат / замужем,0,M,сотрудник,244101,заняться образованием,0
2,43,среднее,1,женат / замужем,0,F,сотрудник,317322,жилье,1
2,38,среднее,1,женат / замужем,0,M,компаньон,238744,автомобили,0
0,66,среднее,1,женат / замужем,0,F,пенсионер,137127,на покупку своего автомобиля,0
1,44,среднее,1,женат / замужем,0,F,сотрудник,103573,операции с недвижимостью,0
0,55,среднее,1,женат / замужем,0,F,госслужащий,62950,покупка недвижимости,0
0,45,среднее,1,вдовец / вдова,2,M,сотрудник,68746,свой автомобиль,0
0,53,среднее,1,вдовец / вдова,2,F,пенсионер,116136,жилье,0
0,30,среднее,1,Не женат / не замужем,4,M,сотрудник,166155,покупка жилья для семьи,0
1,39,среднее,1,гражданский брак,1,M,сотрудник,232639,свадьба,0
0,27,среднее,1,гражданский брак,1,F,госслужащий,170898,покупка жилья для сдачи,0
0,55,среднее,1,женат / замужем,0,F,пенсионер,137127,покупка своего жилья,0
2,39,среднее,1,женат / замужем,0,M,сотрудник,162413,жилье,0
0,57,среднее,1,вдовец / вдова,2,F,пенсионер,257369,заняться образованием,0
0,27,среднее,1,женат / замужем,0,F,сотрудник,141028,получение высшего образования,1
0,52,высшее,0,женат / замужем,0,F,пенсионер,137127,жилье,0
0,59,среднее,1,женат / замужем,0,M,компаньон,205621,покупка недвижимости,1
0,48,среднее,1,женат / замужем,0,F,госслужащий,137467,на покупку подержанного автомобиля,0
3,29,среднее,1,женат / замужем,0,M,компаньон,94121,жилье,0
0,24,высшее,0,Не женат / не замужем,4,M,сотрудник,193627,операции с жильем,0
0,41,высшее,0,Не женат / не замужем,4,M,компаньон,335146,автомобили,0
0,53,высшее,0,гражданский брак,1,F,компаньон,230196,свадьба,0
0,27,среднее,1,женат / замужем,0,M,сотрудник,340332,недвижимость,0
0,52,среднее,1,Не женат / не замужем,4,F,пенсионер,135014,недвижимость,1
0,66,высшее,0,женат / замужем,0,F,пенсионер,94016,автомобили,0
3,36,высшее,0,женат / замужем,0,F,компаньон,154973,строительство недвижимости,1
0,51,высшее,0,женат / замужем,0,F,сотрудник,77531,покупка жилья для сдачи,0
1,62,среднее,1,женат / замужем,0,M,сотрудник,133205,заняться образованием,1
0,33,среднее,1,Не женат / не замужем,4,F,сотрудник,277738,строительство собственной недвижимости,0
0,47,среднее,1,женат / замужем,0,M,компаньон,161523,жилье,0
1,37,неоконченное высшее,2,женат / замужем,0,F,сотрудник,148538,покупка жилья для сдачи,0
2,28,среднее,1,в разводе,3,F,сотрудник,88602,свой автомобиль,0
0,61,среднее,1,женат / замужем,0,M,сотрудник,123718,на покупку подержанного автомобиля,0
1,27,среднее,1,женат / замужем,0,M,сотрудник,203579,жилье,0
0,59,среднее,1,женат / замужем,0,F,пенсионер,27414,заняться высшим образованием,0
0,50,среднее,1,женат / замужем,0,M,сотрудник,70140,образование,1
0,64,среднее,1,женат / замужем,0,M,пенсионер,231011,строительство жилой недвижимости,0
0,28,среднее,1,женат / замужем,0,F,сотрудник,108170,на покупку своего автомобиля,0
1,35,высшее,0,Не женат / не замужем,4,M,сотрудник,119992,автомобили,1
0,50,среднее,1,Не женат / не замужем,4,F,компаньон,82440,получение образования,0
0,69,среднее,1,в разводе,3,F,пенсионер,85984,автомобили,0
0,60,среднее,1,вдовец / вдова,2,F,пенсионер,137127,покупка жилья для сдачи,0
0,54,среднее,1,гражданский брак,1,F,пенсионер,165879,свадьба,0
2,29,среднее,1,женат / замужем,0,M,сотрудник,220271,покупка коммерческой недвижимости,0
0,58,среднее,1,женат / замужем,0,F,пенсионер,364179,автомобиль,1
1,40,среднее,1,женат / замужем,0,F,сотрудник,112224,ремонт жилью,0
2,46,высшее,0,женат / замужем,0,M,сотрудник,138202,сделка с автомобилем,0
1,34,среднее,1,женат / замужем,0,M,сотрудник,201441,жилье,0
0,61,высшее,0,женат / замужем,0,M,сотрудник,251951,покупка жилья для сдачи,0
0,52,среднее,1,в разводе,3,F,пенсионер,113204,заняться высшим образованием,0
1,33,среднее,1,гражданский брак,1,M,сотрудник,212425,недвижимость,0
1,62,высшее,0,женат / замужем,0,M,компаньон,132333,на покупку своего автомобиля,0
0,39,среднее,1,женат / замужем,0,F,сотрудник,169581,недвижимость,0
1,25,среднее,1,Не женат / не замужем,4,M,сотрудник,407753,операции со своей недвижимостью,1
0,58,среднее,1,вдовец / вдова,2,F,сотрудник,186656,сделка с автомобилем,0
0,46,среднее,1,женат / замужем,0,M,сотрудник,265135,автомобили,0
0,59,среднее,1,гражданский брак,1,F,пенсионер,87485,свадьба,1
1,36,неоконченное высшее,2,женат / замужем,0,M,сотрудник,161380,покупка жилья для семьи,0
0,50,среднее,1,женат / замужем,0,F,пенсионер,236735,на покупку подержанного автомобиля,0
0,38,среднее,1,женат / замужем,0,M,сотрудник,114581,строительство недвижимости,0
0,38,среднее,1,женат / замужем,0,F,сотрудник,190201,строительство собственной недвижимости,0
0,28,высшее,0,Не женат / не замужем,4,M,компаньон,202417,заняться высшим образованием,0
0,20,среднее,1,Не женат / не замужем,4,F,компаньон,202417,покупка жилья для семьи,0
0,59,среднее,1,вдовец / вдова,2,F,сотрудник,256963,покупка жилья,0
0,67,среднее,1,вдовец / вдова,2,F,пенсионер,81824,заняться образованием,1
1,37,среднее,1,женат / замужем,0,M,сотрудник,198746,высшее образование,0
0,51,среднее,1,женат / замужем,0,F,сотрудник,106089,профильное образование,0
2,33,среднее,1,женат / замужем,0,M,госслужащий,202041,дополнительное образование,0
1,40,высшее,0,женат / замужем,0,F,сотрудник,193432,образование,0
0,34,высшее,0,гражданский брак,1,F,компаньон,226286,получение дополнительного образования,0
1,41,среднее,1,женат / замужем,0,F,госслужащий,63288,покупка недвижимости,0
0,25,среднее,1,женат / замужем,0,M,сотрудник,179281,на покупку своего автомобиля,0
0,47,высшее,0,Не женат / не замужем,4,F,компаньон,187351,на покупку подержанного автомобиля,0
0,55,среднее,1,женат / замужем,0,F,пенсионер,142386,сделка с подержанным автомобилем,0
1,36,высшее,0,гражданский брак,1,F,сотрудник,191624,сыграть свадьбу,0
1,34,среднее,1,женат / замужем,0,M,сотрудник,196018,строительство недвижимости,1
1,33,среднее,1,женат / замужем,0,F,компаньон,188605,покупка жилья,0
0,49,высшее,0,гражданский брак,1,F,компаньон,206832,высшее образование,0
0,50,высшее,0,женат / замужем,0,F,компаньон,205173,получение образования,0
0,22,среднее,1,женат / замужем,0,M,сотрудник,101992,получение дополнительного образования,0
0,61,высшее,0,в разводе,3,F,пенсионер,206405,заняться высшим образованием,0
0,56,среднее,1,Не женат / не замужем,4,F,сотрудник,171042,строительство жилой недвижимости,0
1,34,высшее,0,гражданский брак,1,F,компаньон,420479,на проведение свадьбы,0
1,44,среднее,1,гражданский брак,1,F,компаньон,130071,операции со своей недвижимостью,0
1,40,высшее,0,Не женат / не замужем,4,F,сотрудник,141936,жилье,1
2,43,среднее,1,женат / замужем,0,M,сотрудник,128882,сделка с подержанным автомобилем,0
0,47,высшее,0,вдовец / вдова,2,F,компаньон,109659,на покупку автомобиля,0
1,39,высшее,0,женат / замужем,0,M,компаньон,195879,строительство собственной недвижимости,0
0,61,среднее,1,вдовец / вдова,2,F,пенсионер,88245,получение дополнительного образования,0
0,39,среднее,1,в разводе,3,M,сотрудник,180464,покупка недвижимости,0
2,33,среднее,1,женат / замужем,0,M,сотрудник,87598,операции с коммерческой недвижимостью,0
1,37,высшее,0,гражданский брак,1,M,сотрудник,161380,на проведение свадьбы,0
0,61,высшее,0,женат / замужем,0,M,компаньон,190392,операции со своей недвижимостью,0
0,50,среднее,1,гражданский брак,1,M,сотрудник,161380,сыграть свадьбу,0
0,62,среднее,1,женат / замужем,0,M,пенсионер,260119,операции с коммерческой недвижимостью,0
1,44,высшее,0,женат / замужем,0,F,сотрудник,60174,покупка недвижимости,0
0,46,среднее,1,в разводе,3,F,сотрудник,89723,на покупку своего автомобиля,0
0,58,высшее,0,в разводе,3,M,пенсионер,140657,автомобили,0
0,49,среднее,1,женат / замужем,0,F,сотрудник,101099,заняться высшим образованием,0
0,22,высшее,0,гражданский брак,1,F,компаньон,277479,профильное образование,0
1,38,среднее,1,женат / замужем,0,M,сотрудник,170428,жилье,0
0,55,высшее,0,Не женат / не замужем,4,F,компаньон,170851,автомобили,0
0,47,среднее,1,женат / замужем,0,M,сотрудник,181507,заняться образованием,0
0,50,среднее,1,женат / замужем,0,F,компаньон,83294,профильное образование,1
2,34,среднее,1,женат / замужем,0,F,сотрудник,98887,строительство собственной недвижимости,0
0,43,среднее,1,гражданский брак,1,F,сотрудник,95296,сыграть свадьбу,0
1,35,среднее,1,женат / замужем,0,M,сотрудник,161380,на покупку своего автомобиля,0
0,30,среднее,1,женат / замужем,0,F,госслужащий,277130,покупка жилья для сдачи,0
0,55,среднее,1,вдовец / вдова,2,F,пенсионер,100688,автомобили,0
0,24,среднее,1,Не женат / не замужем,4,F,компаньон,112763,операции с жильем,1
0,39,среднее,1,женат / замужем,0,F,сотрудник,144289,покупка своего жилья,0
0,26,неоконченное высшее,2,Не женат / не замужем,4,F,компаньон,202417,сделка с автомобилем,0
0,53,среднее,1,женат / замужем,0,M,сотрудник,102623,операции с жильем,0
2,39,высшее,0,женат / замужем,0,F,госслужащий,81802,строительство собственной недвижимости,0
0,21,высшее,0,Не женат / не замужем,4,F,сотрудник,161380,строительство собственной недвижимости,1
1,42,среднее,1,женат / замужем,0,M,сотрудник,271445,получение высшего образования,0
0,66,среднее,1,гражданский брак,1,F,пенсионер,64842,свадьба,1
0,28,среднее,1,гражданский брак,1,M,сотрудник,150475,свадьба,0
0,27,высшее,0,женат / замужем,0,F,сотрудник,270917,жилье,0
2,48,неоконченное высшее,2,женат / замужем,0,F,компаньон,184360,покупка жилой недвижимости,1
0,64,высшее,0,вдовец / вдова,2,F,пенсионер,153869,получение дополнительного образования,0
1,31,среднее,1,Не женат / не замужем,4,F,сотрудник,116206,покупка недвижимости,0
