марка,модель кузова,километраж,объем двигателя,тип двигателя,регистрация,год,модель,привод,цена
Ford,vagon,171,1.4,Petrol,yes,2008,Fusion,front,6500.0
Subaru,sedan,3,2.5,Petrol,yes,2007,Impreza WRX STI,full,21000.0
Volkswagen,van,505,2.4,Diesel,yes,1995,T4 (Transporter) ïàññ.,front,5300.0
Volkswagen,sedan,125,1.6,Petrol,yes,2005,Golf Plus,front,7300.0
Skoda,hatch,118,1.8,Petrol,yes,2009,Octavia,front,9500.0
Suzuki,hatch,114,1.6,Petrol,yes,2009,SX4,front,9700.0
Mercedes-Benz,sedan,400,2.0,Gas,yes,1998,E-Class,rear,5990.0
Citroen,van,177,1.4,Diesel,yes,2008,Nemo ïàññ.,front,6500.0
Mercedes-Benz,van,170,2.2,Diesel,yes,2010,Vito ïàññ.,rear,18500.0
Mitsubishi,sedan,158,1.6,Petrol,yes,2007,Lancer,front,7000.0
Opel,sedan,230,2.0,Diesel,yes,1998,Vectra B,front,3100.0
BMW,sedan,55,3.0,Diesel,yes,2013,5 Series GT,full,52300.0
Mercedes-Benz,crossover,128,3.0,Diesel,yes,2013,ML 350,full,58500.0
VAZ,sedan,65,1.6,Petrol,yes,2014,2170,front,6700.0
Skoda,hatch,265,1.8,Gas,yes,2002,Octavia,front,6500.0
Citroen,van,17,1.4,Petrol,yes,2011,C3 Picasso,front,10300.0
Fiat,van,999,2.5,Diesel,yes,1998,Ducato ïàññ.,front,4000.0
Honda,sedan,320,1.8,Petrol,yes,2007,Civic,front,6999.0
Toyota,crossover,270,4.2,Diesel,yes,1994,Land Cruiser 80,full,24000.0
Mercedes-Benz,sedan,282,3.2,Gas,yes,1993,E-Class,rear,4900.0
Citroen,van,1,2.0,Diesel,yes,2000,Berlingo ïàññ.,front,4500.0
Toyota,crossover,195,4.0,Gas,yes,2003,Land Cruiser Prado,full,15700.0
UAZ,crossover,155,2.7,Gas,yes,2007,Ïàòðèîò,full,5980.0
ZAZ,sedan,3,1.5,Other,yes,2014,Vida,front,7898.319
ZAZ,sedan,9,1.5,Gas,yes,2015,Lanos,front,7039.5
Volkswagen,hatch,148,1.4,Other,yes,2008,Polo,front,8700.0
Volkswagen,van,290,1.9,Diesel,yes,2008,T5 (Transporter) ïàññ.,front,12900.0
Ford,hatch,250,2.0,Petrol,yes,1995,Mondeo,front,3950.0
BMW,sedan,352,2.17,Petrol,yes,2001,520,front,8500.0
Great Wall,crossover,116,2.4,Petrol,yes,2006,Hover,full,8500.0
VAZ,sedan,80,1.6,Petrol,yes,2011,2110,front,4800.0
Mercedes-Benz,sedan,100,3.5,Petrol,yes,2010,S 350,full,35500.0
Mitsubishi,sedan,176,1.6,Petrol,yes,2004,Lancer,front,5700.0
Daewoo,sedan,225,2.0,Gas,yes,1998,Leganza,front,2999.0
Fiat,van,141,2.0,Diesel,yes,2012,Ducato ãðóç.,front,9700.0
Mercedes-Benz,crossover,230,3.0,Diesel,yes,2007,R 320,full,17990.0
VAZ,sedan,167,1.5,Petrol,yes,2002,2115,front,2800.0
Ford,hatch,84,1.6,Petrol,yes,2010,Fusion,front,8700.0
Geely,sedan,57,1.8,Petrol,yes,2014,Emgrand 7 (EC7),front,7900.0
Renault,hatch,0,1.5,Diesel,yes,2016,Megane,front,18932.55
Renault,crossover,0,1.5,Diesel,yes,2016,Duster,full,18988.125
Mercedes-Benz,sedan,174,4.0,Diesel,yes,2005,S 400,rear,17600.0
Volkswagen,van,190,1.9,Diesel,yes,2008,T5 (Transporter) ïàññ.,front,12500.0
Renault,sedan,0,1.5,Diesel,yes,2016,Fluence,front,15820.35
Hyundai,sedan,50,1.6,Petrol,yes,2013,Elantra,front,12500.0
Jeep,crossover,40,3.8,Petrol,yes,2011,Wrangler,full,55000.0
Jeep,crossover,0,2.4,Petrol,yes,2014,Cherokee,full,36999.0
Volvo,sedan,200,2.3,Gas,yes,1995,850,front,4800.0
SsangYong,crossover,87,2.0,Diesel,yes,2012,Korando,full,15500.0
Skoda,hatch,101,1.4,Petrol,yes,2011,Fabia,front,8100.0
Kia,sedan,44,1.4,Gas,yes,2013,Rio,front,11111.0
Nissan,sedan,227,2.5,Petrol,yes,1996,Cefiro,front,2700.0
Audi,vagon,421,2.5,Diesel,yes,1996,A6,front,6500.0
Opel,van,206,1.3,Diesel,yes,2011,Combo ãðóç.,front,5850.0
Mercedes-Benz,other,147,6.0,Petrol,yes,2001,S 600,rear,35000.0
Opel,sedan,400,1.6,Gas,yes,1991,Vectra A,front,3600.0
Chevrolet,other,198,3.1,Gas,yes,2015,Lumina,front,3500.0
Opel,van,305,1.9,Diesel,yes,2005,Vivaro ïàññ.,front,8700.0
Chevrolet,sedan,96,1.6,Other,yes,2008,Lacetti,front,6300.0
Audi,sedan,107,3.0,Diesel,yes,2009,A8,full,31999.0
Volkswagen,sedan,390,1.8,Petrol,yes,1990,Passat B3,front,3100.0
Mitsubishi,hatch,206,1.6,Gas,yes,2001,Carisma,front,4800.0
BMW,sedan,340,2.4,Diesel,yes,1988,524,rear,2899.0
Fiat,other,105,1.3,Diesel,yes,2007,Doblo ïàññ.,front,7100.0
Renault,van,151,1.5,Diesel,yes,2012,Kangoo ãðóç.,front,7650.0
Renault,vagon,200,1.5,Diesel,yes,2007,Megane,front,7400.0
Citroen,hatch,88,1.6,Petrol,yes,2009,C4,front,6800.0
Audi,sedan,0,2.0,Petrol,yes,2016,A6,full,63200.0
Mercedes-Benz,other,287,3.2,Petrol,yes,2000,ML 320,full,12200.0
JAC,other,43,1.0,Petrol,yes,2014,J2,front,4800.0
Volkswagen,van,108,1.6,Diesel,yes,2013,Caddy ãðóç.,front,8650.0
Great Wall,crossover,47,2.4,Gas,yes,2008,Hover,full,9800.0
Volkswagen,crossover,200,2.5,Diesel,yes,2006,Touareg,full,12850.0
Volkswagen,crossover,58,2.0,Petrol,yes,2008,Tiguan,full,15200.0
Audi,vagon,24,3.0,Diesel,yes,2015,A6 Allroad,full,62000.0
Mercedes-Benz,crossover,195,5.0,Gas,yes,2002,G 500,full,39000.0
Volkswagen,sedan,106,1.6,Petrol,yes,2011,Polo,front,9600.0
Hyundai,crossover,66,2.0,Petrol,yes,2007,Tucson,front,9800.0
Geely,hatch,51,1.5,Gas,yes,2012,MK Cross,front,5800.0
Mazda,other,85,1.3,Petrol,yes,2004,RX-8,rear,8100.0
Infiniti,other,40,3.7,Petrol,yes,2008,G37,rear,23999.0
BMW,sedan,193,3.6,Petrol,yes,2003,735,rear,13000.0
Renault,sedan,69,1.4,Petrol,yes,2012,Symbol,front,7200.0
Bentley,crossover,0,6.0,Petrol,yes,2016,Bentayga,full,499999.0
Suzuki,crossover,181,2.0,Other,yes,2008,Grand Vitara,full,10950.0
ZAZ,hatch,208,1.2,Petrol,yes,2008,1103 Ñëàâóòà,front,2300.0
Mercedes-Benz,crossover,150,3.0,Diesel,yes,2013,GL 350,full,62000.0
Mazda,sedan,67,1.6,Petrol,yes,2009,3,front,10200.0
Geely,sedan,39,1.5,Gas,yes,2013,MK,front,5600.0
VAZ,sedan,5,1.5,Petrol,yes,1987,2105,rear,670.0
Seat,hatch,71,1.2,Petrol,yes,2010,Ibiza,front,7500.0
Toyota,crossover,147,4.5,Diesel,yes,2011,Land Cruiser 200,full,54000.0
Kia,sedan,300,1.8,Gas,yes,1998,Clarus,front,2500.0
Nissan,hatch,107,1.2,Petrol,yes,2008,Micra,front,5300.0
Opel,vagon,165,1.6,Petrol,yes,2000,Astra G,front,4450.0
Nissan,crossover,154,2.0,Gas,yes,2007,X-Trail,full,12350.0
Toyota,crossover,144,4.0,Gas,yes,2008,Land Cruiser 200,full,29900.0
Mercedes-Benz,hatch,15,1.8,Diesel,yes,2014,A 180,front,28500.0
Hyundai,sedan,115,2.0,Other,yes,2008,Sonata,front,10900.0
Hyundai,sedan,112,1.4,Petrol,yes,2007,Accent,front,6200.0
Volkswagen,other,200,2.5,Diesel,yes,2005,Touareg,full,13700.0
Kia,hatch,103,2.0,Petrol,yes,2006,Cerato,front,6500.0
BMW,sedan,284,2.0,Petrol,yes,1998,520,rear,5650.0
ZAZ,hatch,104,1.2,Petrol,yes,2008,1103 Ñëàâóòà,front,1700.0
Volkswagen,van,169,1.9,Diesel,yes,2008,Caddy ïàññ.,front,8900.0
Mitsubishi,crossover,167,3.0,Gas,yes,2008,Pajero Wagon,full,14500.0
Volkswagen,van,124,2.0,Diesel,yes,2013,T6 (Transporter) ãðóç,front,13500.0
Daewoo,hatch,65,0.8,Petrol,yes,2012,Matiz,front,4299.0
Honda,sedan,46,1.8,Petrol,yes,2013,Civic,front,15300.0
VAZ,sedan,91,1.5,Petrol,yes,2005,2107,rear,1950.0
Fiat,hatch,90,1.4,Petrol,yes,2012,Grande Punto,front,7800.0
Subaru,sedan,145,2.5,Petrol,yes,2013,Legacy,full,16500.0
Volkswagen,hatch,300,1.6,Gas,yes,1984,Golf II,front,1899.0
VAZ,sedan,150,1.3,Petrol,yes,1989,2105,rear,1250.0
Daewoo,sedan,140,1.3,Petrol,yes,2005,Sens,front,3300.0
Opel,sedan,87,1.4,Gas,yes,2007,Astra G,front,6150.0
Renault,van,154,1.5,Diesel,yes,2008,Scenic,front,7999.0
Daewoo,sedan,101,1.5,Petrol,yes,2008,Lanos,front,3900.0
Lexus,crossover,87,4.7,Gas,yes,2007,LX 470,full,35000.0
Mazda,sedan,25,2.0,Petrol,yes,2015,6,front,20000.0
Volkswagen,van,231,2.5,Diesel,yes,2002,Caravelle,front,11990.0
Ford,hatch,35,1.0,Petrol,yes,2014,Fiesta,front,12900.0
BMW,vagon,162,3.0,Diesel,yes,2012,530,rear,32500.0
Volkswagen,van,231,2.5,Diesel,yes,2002,T4 (Transporter) ïàññ.,front,11990.0
Opel,hatch,300,1.8,Gas,yes,1987,Kadett,front,2150.0
Volkswagen,van,181,2.0,Diesel,yes,2008,Caddy ãðóç.,front,6400.0
Mercedes-Benz,other,90,1.8,Petrol,yes,2008,CLC 180,rear,18800.0
Volkswagen,other,10,1.6,Diesel,yes,1984,T2 (Transporter),rear,1300.0
ZAZ,sedan,46,1.5,Gas,yes,2013,Forza,front,5800.0
Subaru,sedan,112,2.5,Petrol,yes,2007,Legacy,full,10200.0
Mercedes-Benz,other,88,6.2,Petrol,yes,2008,CL 63 AMG,rear,39900.0
Renault,van,198,1.5,Diesel,yes,2012,Grand Scenic,front,13500.0
Lexus,crossover,162,3.3,Petrol,yes,2006,RX 330,full,15300.0
Volkswagen,van,153,2.5,Diesel,yes,2007,T5 (Transporter) ïàññ.,front,10200.0
Toyota,hatch,50,2.0,Petrol,yes,1991,Carina,front,2200.0
Geely,sedan,35,2.0,Petrol,yes,2015,Emgrand 8,front,9200.0
ZAZ,sedan,930,1.2,Gas,yes,2006,1103 Ñëàâóòà,front,1600.0
Chevrolet,other,1,2.0,Petrol,yes,2016,Camaro,rear,44000.0
Fiat,vagon,124,1.3,Diesel,yes,2011,Qubo ïàññ.,front,8900.0
Great Wall,sedan,1,1.5,Petrol,yes,2014,C30,front,8800.0
Toyota,other,192,3.0,Diesel,yes,2007,Hilux,full,27000.0
Ford,other,67,5.0,Gas,yes,2011,F-150,full,35000.0
Peugeot,hatch,0,1.2,Petrol,yes,2016,208,front,12782.25
Suzuki,hatch,92,1.3,Petrol,yes,2007,Swift,front,6999.0
Opel,sedan,250,1.8,Petrol,no,1996,Vectra B,front,1099.0
Honda,sedan,116,2.0,Petrol,yes,2006,Accord,front,9300.0
Renault,van,220,2.0,Other,yes,2007,Trafic ãðóç.,front,6700.0
Subaru,crossover,110,2.0,Petrol,yes,2008,Forester,full,11900.0
Mazda,sedan,135,2.0,Gas,yes,2006,6,front,7999.0
Audi,crossover,125,4.2,Petrol,yes,2008,Q7,full,22999.0
Toyota,sedan,80,2.5,Gas,yes,2014,Camry,front,23500.0
Subaru,crossover,139,2.5,Petrol,yes,2008,Forester,full,12900.0
Renault,sedan,131,1.6,Petrol,yes,2009,Megane,front,7500.0
Samsung,sedan,131,2.0,Petrol,yes,2004,SM5,front,6299.0
Groz,van,80,2.2,Petrol,yes,2008,Polarsun Business Van,rear,3800.0
BMW,sedan,339,3.0,Diesel,yes,2001,530,rear,9500.0
Mercedes-Benz,van,184,2.2,Diesel,yes,2012,Vito ãðóç.,rear,9600.0
Mitsubishi,crossover,89,3.8,Gas,yes,2008,Pajero Wagon,full,17900.0
Citroen,sedan,149,1.6,Diesel,yes,2013,C-Elysee,front,9200.0
Honda,sedan,106,2.0,Petrol,yes,2007,Accord,front,10300.0
Opel,hatch,30,1.6,Gas,yes,2014,Astra H,front,11700.0
Honda,crossover,90,2.4,Petrol,no,2011,CR-V,full,8500.0
BMW,sedan,272,2.8,Petrol,yes,1996,328,rear,6500.0
Volkswagen,van,0,1.6,Diesel,yes,2016,Caddy ïàññ.,front,28660.0
Suzuki,hatch,78,1.3,Petrol,yes,2007,Swift,front,7700.0
Volvo,hatch,25,1.6,Diesel,yes,2013,V40,front,19899.0
Seat,sedan,344,1.8,Gas,no,1996,Toledo,front,3200.0
Volkswagen,van,160,1.9,Diesel,yes,2009,Caddy ïàññ.,front,9800.0
Lamborghini,other,20,5.0,Petrol,yes,2008,Gallardo,full,130000.0
Lincoln,crossover,85,3.5,Petrol,yes,2008,MKX,full,21500.0
Toyota,van,200,2.7,Gas,yes,2005,Tacoma,rear,10500.0
Mercedes-Benz,other,220,2.3,Petrol,no,2000,CLK 230,rear,2800.0
Volkswagen,sedan,116,2.0,Diesel,yes,2011,Passat B7,front,16200.0
Renault,sedan,19,1.2,Petrol,yes,2013,Logan,front,8299.0
Mercedes-Benz,crossover,16,5.5,Petrol,yes,2015,ML 63 AMG,full,104000.0
Volkswagen,other,223,1.9,Diesel,yes,1997,Caddy ãðóç.,front,3350.0
BMW,sedan,115,5.0,Petrol,yes,2008,750,full,34000.0
Honda,sedan,1,1.5,Petrol,yes,2016,Civic,front,18500.0
Tesla,sedan,23,2.6290927510130397,Other,yes,2013,Model S,rear,64900.0
Lexus,crossover,1,2.0,Petrol,yes,2015,NX 200,full,45300.0
Ford,hatch,99,1.6,Petrol,yes,2012,Focus,front,9750.0
Audi,crossover,70,2.0,Petrol,yes,2012,Q3,full,30900.0
Toyota,crossover,119,4.0,Gas,yes,2008,Land Cruiser Prado,full,26900.0
Mercedes-Benz,other,78,3.5,Petrol,yes,2010,E-Class,rear,28900.0
Mercedes-Benz,sedan,3,1.6,Petrol,yes,2014,CLA 200,front,35300.0
SsangYong,crossover,45,2.0,Diesel,yes,2014,Rexton W,full,20500.0
Skoda,sedan,70,1.6,Petrol,yes,2013,Octavia A5,front,12999.0
UAZ,crossover,1,2.4,Gas,yes,1982,469Á,full,1750.0
Audi,crossover,0,3.0,Diesel,yes,2016,Q7,full,80999.0
Toyota,crossover,45,3.5,Petrol,yes,2015,Highlander,full,45500.0
BMW,sedan,111,2.5,Gas,yes,1991,525,rear,4800.0
Toyota,vagon,5,1.3,Petrol,yes,1989,Corolla,front,2999.0
Lexus,hatch,70,1.8,Other,yes,2012,CT,front,24500.0
Kia,sedan,11,1.4,Petrol,yes,2015,Rio,front,13111.0
Mercedes-Benz,van,196,2.2,Diesel,yes,2002,Vito ïàññ.,front,6200.0
VAZ,crossover,7,1.7,Petrol,yes,2015,2121,full,9500.0
Infiniti,sedan,156,3.5,Gas,yes,2007,M35,full,16800.0
Chevrolet,sedan,167,2.0,Petrol,yes,2008,Epica,front,6900.0
Opel,sedan,171,2.2,Petrol,yes,2006,Vectra C,front,7800.0
Hyundai,hatch,118,1.6,Diesel,yes,2008,i30,front,8900.0
Mitsubishi,hatch,125,1.8,Petrol,yes,2009,Lancer X Sportback,front,8900.0
Daewoo,sedan,156,1.5,Gas,yes,2008,Lanos,front,4250.0
VAZ,other,122,1.6,Gas,yes,2012,2113,front,4400.0
Opel,sedan,130,1.4,Gas,yes,2007,Astra G,front,4900.0
Daihatsu,crossover,93,1.5,Petrol,yes,2008,Terios,full,10900.0
Honda,other,200,1.8,Gas,yes,1985,Prelude,front,1399.0
Honda,crossover,120,2.0,Petrol,yes,2006,HR-V,full,8700.0
Great Wall,crossover,85,2.4,Petrol,yes,2006,Hover,full,8200.0
Peugeot,sedan,120,1.4,Petrol,yes,2008,206,front,5450.0
Toyota,vagon,200,2.0,Petrol,yes,1999,Vista,front,8500.0
VAZ,sedan,130,1.3,Petrol,yes,1992,2106,rear,1750.0
Volkswagen,van,247,1.9,Diesel,yes,2002,T4 (Transporter) ïàññ.,front,7700.0
Nissan,crossover,95,5.6,Petrol,yes,2008,Armada,full,22500.0
Mercedes-Benz,sedan,1,2.0,Petrol,no,2001,C-Class,rear,2400.0
Skoda,hatch,250,1.9,Other,no,2007,Octavia A5,front,4999.0
Mitsubishi,sedan,63,2.0,Petrol,yes,2012,Lancer X,front,10888.0
Daewoo,sedan,148,1.6,Gas,yes,2008,Lanos,front,4300.0
Volvo,sedan,300,2.0,Petrol,yes,1986,240,rear,2000.0
Seat,hatch,186,2.0,Petrol,yes,2007,Leon,front,7900.0
Hyundai,other,49,2.4,Petrol,yes,2013,Santa FE,full,29800.0
Mercedes-Benz,sedan,180,3.0,Diesel,yes,2008,E-Class,full,19500.0
ZAZ,sedan,82,1.2,Petrol,yes,2007,1103 Ñëàâóòà,front,2100.0
Toyota,sedan,238,1.8,Petrol,yes,1996,Carina,front,4500.0
Daewoo,sedan,1,1.3,Gas,yes,2004,Lanos,front,3000.0
Mercedes-Benz,other,234,2.2,Diesel,yes,2008,Sprinter 315 ïàññ.,rear,15300.0
VAZ,sedan,68,1.5,Petrol,yes,1995,2105,rear,1000.0
VAZ,sedan,111,1.6,Petrol,yes,2010,2170,front,4464.0
ZAZ,sedan,71,1.2,Petrol,yes,2005,1103 Ñëàâóòà,front,2200.0
Mercedes-Benz,van,400,2.3,Diesel,yes,1996,Vito ïàññ.,front,5500.0
BMW,sedan,375,4.4,Gas,yes,2001,740,rear,10900.0
ZAZ,sedan,126,1.2,Petrol,yes,2007,1103 Ñëàâóòà,front,2300.0
Skoda,sedan,330,1.6,Gas,yes,2004,Octavia,front,6400.0
Skoda,sedan,180,1.6,Gas,yes,2002,Octavia,front,6000.0
Audi,vagon,200,2.7,Petrol,yes,2003,A6 Allroad,full,8999.0
Lexus,crossover,94,3.5,Petrol,yes,2012,RX 350,full,34500.0
Hyundai,crossover,49,2.7,Petrol,yes,2008,Tucson,full,12900.0
Toyota,hatch,30,1.6,Petrol,yes,2014,Auris,front,18300.0
Acura,sedan,145,3.2,Gas,yes,2005,TL,front,8700.0
Daewoo,hatch,50,0.8,Petrol,yes,2012,Matiz,front,3400.0
Citroen,van,350,10.0,Gas,yes,2002,Xsara Picasso,front,5200.0
Opel,van,159,2.0,Diesel,yes,2010,Vivaro ïàññ.,front,12350.0
Fiat,other,200,2.0,Gas,yes,1996,Bravo,front,3700.0
Nissan,sedan,178,3.0,Gas,yes,2001,Maxima,front,7700.0
Volkswagen,crossover,80,3.0,Diesel,yes,2014,Touareg,full,49500.0
Skoda,sedan,240,1.8,Gas,yes,2006,Octavia Tour,front,7800.0
Audi,vagon,225,2.5,Diesel,yes,2004,A6 Allroad,full,12999.0
Hyundai,crossover,130,2.2,Diesel,yes,2007,Santa FE,full,13500.0
Peugeot,van,205,1.6,Diesel,yes,2008,Partner ãðóç.,front,5500.0
Mercedes-Benz,hatch,180,2.6290927510130397,Petrol,no,2000,A 160,front,1600.0
Volkswagen,van,299,2.5,Diesel,yes,2002,Syncro,full,10500.0
Mercedes-Benz,sedan,350,2.0,Diesel,yes,1985,200,rear,6000.0
Renault,van,248,2.5,Diesel,yes,2005,Trafic ïàññ.,front,8400.0
Mercedes-Benz,van,386,2.2,Diesel,yes,2006,Sprinter 313 ïàññ.,rear,16500.0
Toyota,crossover,29,2.2,Diesel,yes,2015,Rav 4,full,28800.0
Opel,other,150,1.6,Other,no,1996,Tigra,front,1500.0
Nissan,sedan,330,2.0,Petrol,yes,1986,Bluebird,front,2200.0
SsangYong,crossover,107,2.7,Diesel,yes,2008,Rexton II,full,11999.0
Chevrolet,sedan,121,1.6,Gas,yes,2008,Lacetti,front,7500.0
Volkswagen,hatch,121,1.9,Diesel,yes,1993,Golf III,front,3700.0
Volkswagen,van,200,1.6,Diesel,yes,2011,Caddy ïàññ.,front,9300.0
Renault,hatch,160,2.0,Petrol,yes,1987,25,front,1185.6
Renault,van,380,1.9,Diesel,no,2003,Espace,front,2350.0
Kia,hatch,95,1.4,Petrol,yes,2008,Rio,front,6700.0
Infiniti,sedan,149,3.5,Petrol,yes,2007,G35,rear,14300.0
Moskvich-AZLK,sedan,130,1.5,Petrol,yes,1994,2141,front,550.0
Cadillac,crossover,1,6.2,Petrol,yes,2016,Escalade,full,145000.0
Mitsubishi,sedan,123,2.0,Petrol,yes,2009,Lancer X,front,10400.0
BMW,other,138,4.8,Petrol,yes,2007,650,rear,22000.0
Ford,hatch,116,1.4,Petrol,yes,2011,Fiesta,front,9500.0
Mazda,sedan,100,2.0,Gas,yes,2009,6,front,11500.0
Opel,vagon,250,2.0,Diesel,no,2000,Vectra B,front,1900.0
Volkswagen,van,130,2.0,Diesel,yes,2011,T5 (Transporter) ãðóç,front,10650.0
Renault,hatch,250,1.4,Petrol,yes,1987,5,front,1150.0
Volvo,sedan,290,1.7,Other,yes,1986,340,rear,1000.0
Mitsubishi,crossover,87,3.8,Gas,yes,2008,Pajero Wagon,full,17900.0
Nissan,other,3,3.8,Petrol,yes,2010,GT-R,full,87777.0
Porsche,crossover,4,3.0,Petrol,yes,2015,Macan,full,63500.0
Mercedes-Benz,sedan,400,2.0,Diesel,yes,1987,190,rear,4100.0
Toyota,crossover,140,2.4,Petrol,yes,2007,Rav 4,full,13300.0
Hafei,sedan,91,1.6,Petrol,yes,2008,Saibao,front,6100.0
Toyota,hatch,138,1.0,Petrol,yes,2001,Yaris,front,5050.0
Daewoo,sedan,226,1.5,Gas,yes,2005,Lanos,front,2800.0
SMA,sedan,150,1.8,Petrol,yes,2008,Maple C81,front,2900.0
BYD,sedan,70,1.5,Petrol,yes,2012,F3,front,6200.0
Chevrolet,sedan,104,1.6,Gas,yes,2009,Aveo,front,5800.0
Audi,other,326,2.5,Diesel,yes,2002,A6,full,8200.0
Mercedes-Benz,other,111,2.5,Petrol,yes,2009,C-Class,rear,18900.0
Opel,vagon,370,2.0,Gas,yes,1994,Omega,rear,3900.0
Renault,other,245,2.0,Petrol,no,1998,Megane,front,1550.0
Hyundai,sedan,109,1.4,Petrol,yes,2008,Accent,front,5950.0
Ford,van,178,1.9,Diesel,yes,2000,Galaxy,front,3300.0
Mercedes-Benz,sedan,190,2.2,Diesel,yes,2007,C-Class,rear,16500.0
BMW,other,287,2.5,Diesel,no,1998,525,rear,2700.0
Chrysler,crossover,105,3.5,Petrol,yes,2006,Pacifica,full,13500.0
VAZ,sedan,122,1.6,Other,yes,2008,2170,front,4600.0
Skoda,sedan,86,1.9,Diesel,yes,2007,Superb,front,8800.0
Mercedes-Benz,other,200,2.0,Petrol,yes,1998,CLK 200,rear,5000.0
Volkswagen,vagon,69,1.4,Petrol,yes,2012,Touran,front,15000.0
Chevrolet,sedan,133,1.5,Gas,yes,2004,Aveo,front,4500.0
Dodge,sedan,180,2.4,Petrol,yes,2008,Avenger,front,8350.0
Ford,van,21,1.4,Petrol,yes,2013,B-Max,front,11990.0
Daewoo,sedan,309,1.6,Gas,yes,1998,Nubira,front,2900.0
Suzuki,hatch,117,1.3,Petrol,yes,2006,Swift,front,6400.0
Mitsubishi,vagon,185,1.3,Petrol,no,2000,Space Star,front,1600.0
Mercedes-Benz,crossover,200,4.0,Diesel,yes,2007,GL 420,full,25500.0
GAZ,van,120,2.5,Gas,yes,2008,2752 Ñîáîëü,rear,2399.0
Audi,vagon,190,2.7,Gas,yes,2004,A6 Allroad,full,8999.0
Volkswagen,van,253,2.5,Diesel,yes,2008,T5 (Transporter) ïàññ.,front,10200.0
BMW,sedan,50,2.5,Petrol,yes,1988,520,rear,4099.0
Subaru,crossover,140,2.0,Petrol,yes,2008,Forester,full,10799.0
Ford,other,133,4.0,Petrol,yes,2008,Mustang,rear,16699.0
Ford,crossover,440,2.0,Diesel,yes,2003,Transit ãðóç.,front,3999.0
Hyundai,crossover,49,2.7,Petrol,yes,2008,Tucson,full,12899.0
Nissan,van,117,1.5,Diesel,yes,2011,NV,front,7150.0
Toyota,crossover,250,4.2,Diesel,yes,2000,Land Cruiser 100,full,20000.0
VAZ,sedan,20,1.3,Petrol,yes,1985,2106,rear,703.95
Renault,hatch,275,1.2,Petrol,yes,1991,Clio,front,3100.0
Subaru,vagon,134,2.5,Petrol,yes,2006,Outback,full,8899.0
ZAZ,hatch,230,1.2,Petrol,yes,2005,1103 Ñëàâóòà,front,1500.0
Citroen,van,180,2.0,Diesel,yes,2010,Jumpy ïàññ.,front,11500.0
ZAZ,sedan,100,1.2,Petrol,yes,2005,1103 Ñëàâóòà,front,1750.0
BMW,sedan,313,2.5,Diesel,yes,1994,325,rear,3500.0
Opel,sedan,281,1.6,Petrol,yes,1990,Vectra A,front,2900.0
Hyundai,sedan,71,2.0,Petrol,yes,2007,Sonata,front,8800.0
Renault,van,64,2.0,Diesel,yes,2014,Trafic ãðóç.,front,10100.0
Kia,crossover,133,2.5,Diesel,yes,2007,Sorento,full,11800.0
BMW,crossover,73,3.0,Diesel,yes,2013,X6 M,full,64900.0
Nissan,van,93,2.0,Diesel,yes,2013,Primastar ãðóç.,front,9100.0
Daewoo,sedan,107,2.6290927510130397,Gas,yes,2009,Sens,front,3200.0
Mercedes-Benz,sedan,450,4.2,Gas,yes,1997,S 420,rear,6200.0
VAZ,sedan,230,1.3,Petrol,yes,1987,2106,rear,1600.0
ZAZ,sedan,74,1.5,Gas,yes,2011,Forza,front,4800.0
Lexus,sedan,179,2.2,Diesel,no,2006,ES 200,front,6350.0
Audi,sedan,267,2.5,Diesel,no,1999,A6,front,3000.0
Nissan,crossover,145,3.0,Diesel,yes,2008,Patrol,full,19999.0
Daewoo,sedan,240,2.0,Gas,yes,1999,Leganza,front,4000.0
Renault,vagon,34,1.5,Diesel,yes,2013,Logan,front,5000.0
ZAZ,sedan,65,1.3,Petrol,yes,2012,Sens,front,3700.0
Volkswagen,van,275,2.5,Diesel,yes,2002,T4 (Transporter) ïàññ.,front,9000.0
Volkswagen,hatch,152,1.0,Petrol,yes,2000,Lupo,front,3999.0
ËUAZ,crossover,2,1.7,Petrol,yes,2004,1301,full,5950.0
Peugeot,other,135,2.0,Petrol,yes,2005,307,front,9300.0
Chery,sedan,94,1.6,Gas,yes,2008,Amulet,front,3100.0
Mercedes-Benz,sedan,0,3.0,Petrol,yes,2016,CLS 400,full,99000.0
Toyota,crossover,97,4.0,Petrol,yes,2010,4Runner,full,42000.0
BMW,sedan,300,2.8,Petrol,yes,1999,528,rear,7250.0
Opel,other,156,2.0,Diesel,yes,2007,Vivaro ãðóç.,front,9000.0
VAZ,sedan,72,1.3,Petrol,yes,1977,2101,rear,850.0
Nissan,crossover,165,3.5,Petrol,yes,2008,Murano,full,14000.0
Jeep,crossover,6,3.8,Petrol,yes,2011,Wrangler,full,86700.0
Renault,vagon,112,1.5,Diesel,yes,2006,Kangoo ïàññ.,front,5600.0
Mercedes-Benz,sedan,100,99.99,Petrol,yes,2007,S 550,full,5500.0
Renault,van,195,2.0,Diesel,yes,2011,Trafic ãðóç.,front,10550.0
Land Rover,crossover,0,5.0,Petrol,yes,2016,Range Rover,full,285000.0
Mercedes-Benz,other,199,2.2,Diesel,yes,2001,Vito ïàññ.,front,8200.0
Chevrolet,sedan,107,2.5,Petrol,yes,2007,Epica,front,7499.0
BMW,crossover,128,4.4,Petrol,yes,2011,X5 M,full,42000.0
